Name,Age,Gender,Date of Birth,Location,Current Savings,Debt Amount,Job Type,Education Level,Number of Logins,Satisfaction Rating,Product Usage,Social Media Usage,ISA at 18
Alicia Young,16,Female,25/07/2005,,85,509,Student,Other Qualifications,40,3,Frequent,Frequent,All withdrawn
James Diaz,17,Male,01/10/2006,,507,794,Student,A-Levels,31,1,Rare,Frequent,All withdrawn
Brian Andrews,17,Male,11/06/2005,,476,1538,Student,A-Levels,35,3,Occasional,Frequent,All withdrawn
Lisa Graham,17,Female,02/05/2005,,875,3263,Student,A-Levels,34,2,Occasional,Frequent,All withdrawn
Lisa Cooper,16,Male,10/01/2006,,20,4429,Student,Apprenticeships,30,3,Occasional,Frequent,All withdrawn
Cheyenne Elliott,17,Male,28/12/2005,,103,4553,Student,BTECs,28,2,Frequent,Frequent,All withdrawn
David Simpson,17,Female,29/03/2007,,917,1210,Student,Other Qualifications,50,2,Occasional,Frequent,All withdrawn
Kathy Lopez,16,Male,06/02/2006,,729,3929,Student,Apprenticeships,41,1,Frequent,Frequent,All withdrawn
Antonio Smith,17,Female,26/03/2006,,788,1183,Student,Other Qualifications,48,3,Occasional,Frequent,All withdrawn
Christian Jones,16,Male,21/04/2005,,627,2577,Student,Other Qualifications,23,3,Rare,Frequent,All withdrawn
Susan Lopez,17,Male,07/10/2006,,532,1751,Student,A-Levels,27,2,Rare,Frequent,All withdrawn
Robin Sullivan,17,Female,11/04/2006,,739,3081,Student,A-Levels,32,1,Occasional,Frequent,All withdrawn
Timothy Williams,17,Female,28/12/2006,,358,4293,Student,Apprenticeships,31,2,Occasional,Frequent,All withdrawn
Tracey Scott,17,Male,20/09/2006,,498,2904,Student,Apprenticeships,28,2,Occasional,Frequent,All withdrawn
Natalie Wolfe,16,Female,07/10/2005,,685,4551,Student,Apprenticeships,29,3,Rare,Frequent,All withdrawn
Dr. Laura Rodriguez DVM,17,Female,05/11/2005,,24,4854,Student,Other Qualifications,40,3,Occasional,Frequent,All withdrawn
James Warner,17,Female,24/11/2005,,945,3300,Student,BTECs,24,1,Rare,Frequent,All withdrawn
Paul Hart,17,Male,22/07/2006,,525,4653,Student,Other Qualifications,41,3,Rare,Frequent,All withdrawn
Christina Dominguez,16,Female,16/05/2005,,747,2437,Student,BTECs,42,1,Rare,Frequent,All withdrawn
Joseph Allen,17,Male,10/09/2006,,320,1822,Student,A-Levels,32,1,Rare,Frequent,All withdrawn
Lindsay Gibbs,17,Male,22/09/2005,,892,2747,Student,Other Qualifications,38,1,Rare,Frequent,All withdrawn
Cody Ayala,17,Male,30/07/2005,,337,2852,Student,BTECs,44,3,Occasional,Frequent,All withdrawn
Matthew Miranda,16,Female,11/04/2007,,593,3210,Student,BTECs,47,2,Occasional,Frequent,All withdrawn
Antonio Martinez,16,Male,14/03/2007,,352,2144,Student,Apprenticeships,49,3,Rare,Frequent,All withdrawn
Caleb Hanson,16,Female,28/02/2007,,439,2520,Student,Apprenticeships,36,2,Occasional,Occasional,All withdrawn
Sean Macdonald,17,Female,12/03/2007,,530,2518,Student,BTECs,35,2,Occasional,Frequent,All withdrawn
Timothy Barron,16,Male,29/06/2006,,922,4391,Student,GCSEs,35,1,Rare,Occasional,All withdrawn
Curtis Daniels,16,Female,15/12/2005,,290,1741,Student,Other Qualifications,27,1,Rare,Frequent,All withdrawn
Jason Patel,16,Male,16/07/2005,,126,3726,Student,BTECs,40,3,Occasional,Frequent,All withdrawn
Brian Myers,17,Female,06/01/2006,,202,3192,Student,Other Qualifications,44,2,Occasional,Frequent,All withdrawn
Brittany Farley,16,Female,30/06/2005,,639,4189,Student,GCSEs,42,1,Frequent,Frequent,All withdrawn
Warren Bridges,17,Female,09/01/2006,,495,1788,Student,A-Levels,20,1,Occasional,Frequent,All withdrawn
Zachary Bender,16,Female,14/04/2005,,637,1073,Student,Apprenticeships,38,3,Occasional,Frequent,All withdrawn
Eric Rhodes,17,Female,09/07/2006,,901,3929,Student,Apprenticeships,29,3,Occasional,Occasional,All withdrawn
Mary Burns,16,Female,04/03/2006,,322,1903,Student,Other Qualifications,41,2,Rare,Frequent,All withdrawn
Kayla Lewis,17,Male,25/01/2006,,348,4829,Student,BTECs,47,1,Rare,Frequent,All withdrawn
Anthony Willis Jr.,17,Female,06/11/2005,,111,2993,Student,BTECs,46,1,Frequent,Frequent,All withdrawn
James Alexander,16,Female,21/01/2006,,377,3455,Student,BTECs,50,3,Frequent,Frequent,All withdrawn
Timothy Smith,16,Male,24/02/2006,,553,3151,Student,BTECs,43,3,Frequent,Frequent,All withdrawn
Miranda Hobbs,17,Female,29/12/2005,,567,4624,Student,A-Levels,32,1,Occasional,Frequent,All withdrawn
Caitlin Hughes DVM,16,Male,14/11/2005,,191,3603,Student,Other Qualifications,41,1,Frequent,Frequent,All withdrawn
Amber Spence,16,Female,12/07/2006,,319,4286,Student,Other Qualifications,25,1,Occasional,Frequent,All withdrawn
Heather Swanson,17,Male,28/12/2006,,733,2045,Student,A-Levels,29,3,Rare,Frequent,All withdrawn
Isaac Taylor,17,Female,26/07/2005,,513,2973,Student,Other Qualifications,33,3,Rare,Occasional,All withdrawn
Brett Clark,17,Male,13/01/2006,,502,3290,Student,BTECs,46,1,Occasional,Frequent,All withdrawn
Julie Meyer,16,Female,21/03/2007,,197,615,Student,BTECs,23,3,Occasional,Frequent,All withdrawn
Sharon Davis,17,Female,12/12/2006,,315,2353,Student,A-Levels,50,1,Occasional,Frequent,All withdrawn
Diana Chapman,17,Male,23/03/2007,,85,2051,Student,Other Qualifications,33,3,Occasional,Frequent,All withdrawn
Cynthia Holt,17,Male,11/09/2006,,242,4587,Student,Other Qualifications,27,2,Occasional,Frequent,All withdrawn
Samuel Jacobs,17,Male,01/01/2007,,709,4649,Student,BTECs,29,1,Rare,Frequent,All withdrawn
Amber Wood,16,Male,16/05/2006,,245,3484,Student,BTECs,31,3,Occasional,Frequent,All withdrawn
John Ramirez,16,Male,17/12/2006,,574,4628,Student,Other Qualifications,49,3,Occasional,Frequent,All withdrawn
Nicholas Reyes,16,Male,21/01/2006,,281,3465,Student,BTECs,50,2,Occasional,Frequent,All withdrawn
Calvin Thompson,17,Male,22/06/2006,,398,4552,Student,Other Qualifications,22,2,Occasional,Frequent,All withdrawn
Andrew Davidson,17,Female,27/08/2005,,40,2671,Student,A-Levels,47,1,Occasional,Frequent,All withdrawn
Katrina Davis,17,Male,29/09/2005,,853,3613,Student,BTECs,49,3,Rare,Frequent,All withdrawn
Terri Stuart,17,Female,13/07/2005,,270,4594,Student,A-Levels,25,2,Frequent,Frequent,All withdrawn
Katie Oliver,17,Male,26/01/2006,,323,800,Student,BTECs,49,2,Rare,Frequent,All withdrawn
Michael Scott,16,Male,29/10/2006,,75,3131,Student,Apprenticeships,41,1,Occasional,Frequent,All withdrawn
Dustin Black,16,Male,21/08/2005,,686,990,Student,Apprenticeships,41,2,Occasional,Occasional,All withdrawn
Jennifer Swanson,17,Male,02/05/2005,,238,3872,Student,Other Qualifications,31,2,Occasional,Frequent,All withdrawn
Brian Ellis,16,Male,08/11/2005,,899,1843,Student,GCSEs,24,2,Rare,Occasional,All withdrawn
Sean Acosta,17,Male,03/07/2006,,646,3932,Student,BTECs,35,3,Rare,Frequent,All withdrawn
Joshua Oneill,17,Female,28/08/2006,,1000,2642,Student,BTECs,43,3,Rare,Frequent,All withdrawn
Sheri Cain,17,Female,23/03/2006,,710,3432,Student,Other Qualifications,30,1,Rare,Frequent,All withdrawn
Elizabeth Rodriguez,16,Male,02/08/2006,,755,803,Student,Other Qualifications,45,3,Rare,Occasional,All withdrawn
Ashlee Norman,17,Female,18/05/2005,,112,1372,Student,Other Qualifications,28,1,Frequent,Frequent,All withdrawn
Mr. Todd West,16,Female,19/02/2007,,115,720,Student,Other Qualifications,45,2,Frequent,Frequent,All withdrawn
Dr. Dominique Rodriguez,17,Male,20/01/2007,,316,1080,Student,Other Qualifications,47,2,Occasional,Frequent,All withdrawn
Brittany Strong,16,Female,22/07/2006,,377,3722,Student,Other Qualifications,46,3,Rare,Frequent,All withdrawn
Maria Valentine,17,Male,28/12/2005,,424,735,Student,Apprenticeships,50,3,Rare,Frequent,All withdrawn
Kellie Hughes,16,Female,09/08/2005,,726,1901,Student,BTECs,24,1,Occasional,Occasional,All withdrawn
Maria Nelson,17,Male,02/03/2006,,971,1166,Student,BTECs,24,2,Rare,Frequent,All withdrawn
Anthony Decker,17,Male,04/10/2006,,498,1902,Student,A-Levels,23,1,Occasional,Frequent,All withdrawn
Glenn Powers,17,Male,23/02/2006,,891,1632,Student,A-Levels,36,3,Occasional,Frequent,All withdrawn
Mathew Knight,17,Male,03/11/2006,,833,3161,Student,Apprenticeships,48,2,Frequent,Frequent,All withdrawn
James Garza,17,Female,26/09/2006,,293,2341,Student,BTECs,21,3,Frequent,Frequent,All withdrawn
Brent Reese,16,Male,01/11/2005,,601,2287,Student,Apprenticeships,24,3,Rare,Frequent,All withdrawn
Robert Johnson,17,Male,13/06/2006,,282,1293,Student,A-Levels,30,2,Rare,Occasional,All withdrawn
Martha Martinez,16,Female,23/07/2005,,561,3831,Student,GCSEs,36,1,Rare,Frequent,All withdrawn
Jennifer Nguyen,16,Female,01/01/2007,,288,1377,Student,Other Qualifications,24,3,Rare,Occasional,All withdrawn
Dr. Peter Gallagher,17,Female,16/01/2007,,59,2584,Student,A-Levels,22,1,Occasional,Frequent,All withdrawn
John Meadows,16,Male,04/05/2005,,478,3377,Student,BTECs,31,3,Occasional,Frequent,All withdrawn
Joanna Ruiz,17,Male,15/08/2006,,310,2067,Student,Other Qualifications,35,1,Rare,Frequent,All withdrawn
Bethany Hall,17,Male,03/01/2006,,247,2596,Student,Other Qualifications,28,1,Occasional,Frequent,All withdrawn
Mrs. Stephanie Smith,16,Male,02/02/2006,,668,2762,Student,GCSEs,46,1,Rare,Frequent,All withdrawn
Gavin Young,16,Male,20/02/2007,,144,3323,Student,Apprenticeships,32,1,Rare,Frequent,All withdrawn
Paige Bridges,17,Female,18/06/2005,,132,3749,Student,BTECs,37,1,Rare,Occasional,All withdrawn
Jose Kennedy,16,Female,24/06/2005,,475,2178,Unemployed,BTECs,32,3,Frequent,Frequent,All withdrawn
Christopher Branch,17,Male,28/07/2006,,800,4357,Unemployed,BTECs,34,3,Frequent,Frequent,All withdrawn
Norman Taylor,17,Female,02/08/2005,,135,2131,Unemployed,A-Levels,50,2,Rare,Frequent,All withdrawn
Christine Fitzgerald,16,Female,19/03/2007,,511,738,Unemployed,BTECs,47,1,Occasional,Frequent,All withdrawn
Anita Dean,16,Female,29/05/2006,,334,1849,Unemployed,BTECs,38,2,Rare,Frequent,All withdrawn
Lydia Mccoy,17,Male,30/01/2007,,341,2828,Unemployed,A-Levels,33,1,Occasional,Frequent,All withdrawn
Crystal Simmons,16,Female,16/11/2006,,697,2538,Unemployed,Apprenticeships,23,1,Occasional,Frequent,All withdrawn
Brian Mclean,17,Male,30/07/2005,,415,1234,Unemployed,Apprenticeships,40,3,Occasional,Frequent,All withdrawn
Mr. Darin Nguyen III,17,Male,19/07/2005,,197,567,Unemployed,A-Levels,47,2,Occasional,Frequent,All withdrawn
Nathan Brady,16,Female,26/08/2006,,926,3104,Unemployed,Other Qualifications,46,2,Occasional,Frequent,All withdrawn
Barbara Adams,17,Female,31/12/2006,,756,1508,Unemployed,Other Qualifications,22,1,Frequent,Frequent,All withdrawn
Nicholas Smith,16,Female,21/06/2006,,760,4405,Unemployed,Apprenticeships,20,3,Rare,Frequent,All withdrawn
Dana Chavez,16,Female,23/01/2007,,534,733,Unemployed,BTECs,21,2,Occasional,Frequent,All withdrawn
Tiffany Aguirre,16,Female,15/12/2006,,226,3391,Unemployed,Other Qualifications,25,2,Rare,Occasional,All withdrawn
Bobby Barnes,17,Male,04/11/2006,,818,558,Unemployed,BTECs,22,1,Rare,Frequent,All withdrawn
Joseph Rodgers,16,Female,03/06/2006,,109,3868,Unemployed,Other Qualifications,36,1,Rare,Frequent,All withdrawn
Deanna Bridges,16,Female,12/08/2006,,842,1833,Unemployed,Other Qualifications,26,3,Occasional,Frequent,All withdrawn
Katelyn Williams,16,Male,18/01/2006,,496,4314,Unemployed,GCSEs,45,3,Occasional,Frequent,All withdrawn
Dr. Barry Glenn Jr.,16,Female,08/09/2005,,403,751,Unemployed,Apprenticeships,40,3,Occasional,Frequent,All withdrawn
Vanessa Thomas,17,Female,04/07/2006,,420,1767,Unemployed,BTECs,31,2,Rare,Frequent,All withdrawn
William Russell,16,Female,03/05/2005,,228,2856,Unemployed,BTECs,28,1,Occasional,Frequent,All withdrawn
Marisa Black,16,Male,02/03/2007,,680,3733,Unemployed,Apprenticeships,27,1,Rare,Frequent,All withdrawn
Justin Ray,16,Male,13/04/2005,,479,1496,Unemployed,GCSEs,42,2,Rare,Frequent,All withdrawn
Robert Smith,16,Female,04/04/2007,,502,1382,Unemployed,GCSEs,33,2,Rare,Frequent,All withdrawn
Brittany Anderson,17,Male,03/04/2007,,296,2845,Unemployed,BTECs,48,1,Occasional,Frequent,All withdrawn
Michael Russo,17,Female,28/08/2006,,179,3582,Unemployed,A-Levels,50,3,Occasional,Frequent,All withdrawn
Sierra Castillo,16,Female,05/02/2006,,896,2118,Unemployed,Apprenticeships,20,3,Rare,Frequent,All withdrawn
Summer Johnson MD,17,Female,22/11/2005,,46,2531,Unemployed,Apprenticeships,47,3,Occasional,Frequent,All withdrawn
Charles Copeland,17,Male,30/12/2006,,150,3759,Unemployed,BTECs,30,1,Rare,Frequent,All withdrawn
Kelsey Dunlap,16,Female,21/07/2006,,275,2805,Unemployed,Apprenticeships,33,3,Occasional,Occasional,All withdrawn
Jacqueline Foster,17,Male,10/10/2005,,302,4633,Unemployed,Apprenticeships,39,1,Occasional,Frequent,All withdrawn
Donald Perry,16,Female,19/07/2005,,664,1873,Unemployed,GCSEs,22,1,Occasional,Frequent,All withdrawn
Matthew Taylor,16,Female,14/03/2007,,508,1417,Unemployed,GCSEs,35,3,Occasional,Frequent,All withdrawn
Stephanie Rocha,17,Female,25/12/2006,,312,1446,Unemployed,Other Qualifications,30,1,Occasional,Frequent,All withdrawn
Kelsey Smith,17,Female,20/05/2005,,127,3265,Unemployed,Other Qualifications,35,3,Occasional,Frequent,All withdrawn
Vincent Walsh,17,Male,21/09/2005,,735,843,Unemployed,Apprenticeships,46,3,Rare,Frequent,All withdrawn
Shaun Lynch,16,Female,16/01/2007,,28,2895,Unemployed,Other Qualifications,38,2,Rare,Frequent,All withdrawn
Luis Mcguire,17,Male,27/07/2006,,180,4615,Unemployed,Other Qualifications,36,1,Occasional,Frequent,All withdrawn
George Conrad,16,Female,17/12/2005,,362,2751,Unemployed,BTECs,49,2,Occasional,Occasional,All withdrawn
Joshua Saunders,17,Female,07/07/2006,,888,2074,Unemployed,A-Levels,23,1,Occasional,Occasional,All withdrawn
Latoya Johnson DVM,16,Male,16/12/2006,,412,4651,Unemployed,GCSEs,23,3,Rare,Frequent,All withdrawn
Ashley Hansen,16,Female,22/09/2006,,861,4021,Unemployed,Other Qualifications,29,3,Rare,Frequent,All withdrawn
Michael Johnson,16,Male,08/11/2005,,299,3521,Unemployed,GCSEs,29,3,Rare,Frequent,All withdrawn
James Curtis,16,Female,11/12/2005,,560,3426,Unemployed,BTECs,21,1,Rare,Frequent,All withdrawn
Amanda Cohen,16,Female,09/01/2007,,651,4736,Unemployed,Apprenticeships,41,3,Rare,Frequent,All withdrawn
Melissa Murray,17,Male,11/11/2006,,586,2864,Unemployed,Apprenticeships,45,2,Rare,Frequent,All withdrawn
Melissa Nguyen,17,Female,17/02/2006,,881,1611,Unemployed,Other Qualifications,34,1,Occasional,Occasional,All withdrawn
James Rose,17,Female,15/03/2007,,696,4658,Unemployed,A-Levels,30,2,Frequent,Frequent,All withdrawn
Kim Brown,17,Female,27/08/2005,,58,4815,Unemployed,A-Levels,44,3,Occasional,Occasional,All withdrawn
Kyle Murray,16,Female,16/07/2006,,276,3499,Unemployed,Apprenticeships,35,1,Occasional,Frequent,All withdrawn
Jeffery Wallace,17,Female,13/10/2006,,799,4709,Unemployed,Apprenticeships,20,1,Rare,Frequent,All withdrawn
Bryce Pierce,16,Male,29/09/2005,,759,3388,Unemployed,Other Qualifications,41,1,Rare,Occasional,All withdrawn
Trevor Aguilar,16,Female,13/08/2005,,309,2014,Unemployed,GCSEs,25,2,Rare,Frequent,All withdrawn
Paula Kelly,16,Male,13/11/2005,,399,1037,Unemployed,Apprenticeships,44,3,Rare,Frequent,All withdrawn
Christopher Pennington,16,Male,15/04/2006,,86,1093,Unemployed,Other Qualifications,42,1,Rare,Frequent,All withdrawn
John Rios,16,Female,03/12/2006,,329,2768,Unemployed,BTECs,38,3,Rare,Frequent,All withdrawn
Margaret Johnson,17,Male,20/03/2006,,194,4986,Unemployed,Apprenticeships,34,1,Rare,Frequent,All withdrawn
Aaron Wells,17,Female,28/02/2006,,310,1759,Unemployed,A-Levels,40,2,Occasional,Frequent,All withdrawn
Sierra Hodges,16,Male,07/01/2006,,514,2708,,GCSEs,34,1,Rare,Frequent,All withdrawn
Nicole Johns,16,Male,02/03/2007,,540,2488,,Other Qualifications,35,2,Rare,Frequent,All withdrawn
Mary Parker,17,Female,01/12/2006,,509,3994,,Apprenticeships,48,1,Rare,Frequent,All withdrawn
Erika Douglas,17,Male,20/11/2006,,725,1561,Unemployed,Apprenticeships,42,1,Occasional,Frequent,All withdrawn
Gloria Smith,17,Female,15/05/2005,,365,3682,Unemployed,A-Levels,32,1,Rare,Frequent,All withdrawn
Stephen Kelley,16,Female,26/11/2005,,707,758,Unemployed,BTECs,20,2,Occasional,Frequent,All withdrawn
Ashley Cain,17,Male,04/01/2006,,900,3739,Unemployed,BTECs,33,3,Occasional,Frequent,All withdrawn
Christopher Hardy,16,Male,02/07/2006,,33,2358,Unemployed,Other Qualifications,47,1,Rare,Frequent,All withdrawn
Marissa Burch,17,Female,21/05/2005,,167,1652,Unemployed,BTECs,35,3,Frequent,Frequent,All withdrawn
Andrew Wright,16,Female,05/08/2006,,129,1474,Unemployed,BTECs,49,3,Occasional,Frequent,All withdrawn
Ashley Mcmillan,16,Female,24/05/2006,,606,1760,Unemployed,BTECs,42,1,Frequent,Frequent,All withdrawn
Kathryn Taylor,16,Male,26/12/2006,,311,4532,Unemployed,Apprenticeships,45,2,Occasional,Frequent,All withdrawn
Nicole Nichols,16,Male,25/09/2005,,939,569,Unemployed,GCSEs,35,3,Rare,Frequent,All withdrawn
Ashley Wilson,16,Male,14/02/2007,,525,1466,Unemployed,Other Qualifications,48,1,Frequent,Frequent,All withdrawn
Hannah Hernandez,16,Male,30/12/2006,,495,2747,Unemployed,BTECs,42,1,Occasional,Frequent,All withdrawn
Brian Gamble DVM,16,Female,14/02/2007,,691,1958,Unemployed,Apprenticeships,21,2,Rare,Frequent,All withdrawn
Nicole Smith,17,Female,24/11/2005,,180,1829,Unemployed,Other Qualifications,29,2,Occasional,Frequent,All withdrawn
Bianca Lynch,17,Female,11/12/2005,,344,2969,Unemployed,Apprenticeships,40,1,Occasional,Frequent,All withdrawn
Elizabeth Bryant,16,Male,05/05/2005,,547,3642,Unemployed,GCSEs,50,2,Rare,Occasional,All withdrawn
Dakota Montgomery,17,Female,26/12/2006,,118,3056,Unemployed,A-Levels,41,1,Rare,Frequent,All withdrawn
Kelsey Ward,16,Female,27/07/2005,,213,2092,Unemployed,GCSEs,34,2,Occasional,Frequent,All withdrawn
Tabitha Mills,16,Female,08/06/2005,,994,1621,Unemployed,GCSEs,41,2,Occasional,Occasional,All withdrawn
Danny Payne,16,Female,06/11/2005,,666,1652,Unemployed,BTECs,22,1,Rare,Frequent,All withdrawn
Emily Vega,17,Female,11/08/2006,,141,4854,Unemployed,Apprenticeships,26,1,Rare,Frequent,All withdrawn
Jerry Cook,17,Female,20/04/2006,,888,3533,Unemployed,A-Levels,32,3,Occasional,Frequent,All withdrawn
Kathleen May,16,Male,07/07/2005,,786,959,Unemployed,BTECs,38,1,Occasional,Frequent,All withdrawn
Michael Hill,16,Female,19/07/2006,,686,2623,Unemployed,Other Qualifications,42,3,Rare,Frequent,All withdrawn
Ashley Roberts,17,Male,25/09/2005,,939,1247,Unemployed,BTECs,50,2,Frequent,Occasional,All withdrawn
Timothy Rodriguez,17,Female,23/09/2005,,197,4272,Unemployed,BTECs,47,3,Occasional,Frequent,All withdrawn
Molly Yates,17,Male,12/09/2006,,946,784,Unemployed,Other Qualifications,22,3,Rare,Frequent,All withdrawn
Ashley Wilkinson,16,Male,08/06/2005,,481,2981,Unemployed,GCSEs,32,1,Occasional,Frequent,All withdrawn
Steven Barnes,16,Male,12/01/2007,,191,2062,Unemployed,Apprenticeships,49,2,Rare,Frequent,All withdrawn
Amanda King,17,Male,23/11/2005,,790,1695,Unemployed,Other Qualifications,50,1,Frequent,Frequent,All withdrawn
Joseph Cox,17,Female,20/12/2005,,307,1638,Unemployed,Other Qualifications,30,3,Rare,Frequent,All withdrawn
Robert Wright,17,Female,12/07/2006,,212,1719,Unemployed,BTECs,33,3,Rare,Frequent,All withdrawn
Christina Taylor,17,Female,15/03/2006,,150,1312,Unemployed,A-Levels,37,3,Occasional,Occasional,All withdrawn
Samantha Garcia,16,Male,15/01/2006,,321,2149,Unemployed,Other Qualifications,21,3,Occasional,Frequent,All withdrawn
Jessica Bennett,16,Female,07/05/2006,,613,1753,Unemployed,Other Qualifications,41,2,Occasional,Frequent,All withdrawn
Paula Andersen,16,Male,26/04/2005,,44,3826,Unemployed,Apprenticeships,44,2,Frequent,Frequent,All withdrawn
Jenna Smith,17,Female,14/09/2005,,864,1139,Unemployed,A-Levels,45,1,Occasional,Frequent,All withdrawn
Anthony Mcdaniel,17,Male,30/05/2005,,513,3402,Unemployed,A-Levels,50,3,Rare,Frequent,All withdrawn
Brian Blake III,17,Male,15/11/2005,,767,2949,Unemployed,Other Qualifications,41,3,Occasional,Frequent,All withdrawn
Sarah Rogers,17,Female,30/06/2006,,677,1433,Unemployed,A-Levels,50,3,Frequent,Frequent,All withdrawn
Jennifer Page,16,Female,05/06/2006,,306,1158,Unemployed,Other Qualifications,46,2,Rare,Frequent,All withdrawn
Ms. Denise Fisher,17,Female,18/07/2005,,344,4585,Unemployed,A-Levels,37,3,Rare,Frequent,All withdrawn
Courtney Green,16,Male,03/01/2006,,755,612,Unemployed,GCSEs,23,2,Frequent,Frequent,All withdrawn
Krystal Ruiz,17,Female,19/07/2005,,821,4132,Unemployed,BTECs,31,2,Rare,Frequent,All withdrawn
